From,Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length
AFF1,P51825,reviewed,AFF1_HUMAN,"AF4/FMR2 family member 1 (ALL1-fused gene from chromosome 4 protein, Protein AF-4) (Protein FEL) (Proto-oncogene AF4)",AFF1 AF4 FEL MLLT2 PBM1,Homo sapiens (Human),1210
AFF3,P51826,reviewed,AFF3_HUMAN,"AF4/FMR2 family member 3 (Lymphoid nuclear protein related to AF4, Protein LAF-4)",AFF3 LAF4,Homo sapiens (Human),1226
AFF4,Q9UHB7,reviewed,AFF4_HUMAN,"AF4/FMR2 family member 4 (ALL1-fused gene from chromosome 5q31 protein, Protein AF-5q31) (Major CDK9 elongation factor-associated protein)",AFF4 AF5Q31 MCEF HSPC092,Homo sapiens (Human),1163
AKAP9,Q99996,reviewed,AKAP9_HUMAN,"A-kinase anchor protein 9, AKAP-9 (A-kinase anchor protein 350 kDa, AKAP 350, hgAKAP 350) (A-kinase anchor protein 450 kDa, AKAP 450) (AKAP 120-like protein) (Centrosome- and Golgi-localized PKN-associated protein, CG-NAP) (Protein hyperion) (Protein kinase A-anchoring protein 9, PRKA9) (Protein yotiao)",AKAP9 AKAP350 AKAP450 KIAA0803,Homo sapiens (Human),3907
AKT1,P31749,reviewed,AKT1_HUMAN,"RAC-alpha serine/threonine-protein kinase, EC 2.7.11.1 (Protein kinase B, PKB) (Protein kinase B alpha, PKB alpha) (Proto-oncogene c-Akt) (RAC-PK-alpha)",AKT1 PKB RAC,Homo sapiens (Human),480
AKT2,P31751,reviewed,AKT2_HUMAN,"RAC-beta serine/threonine-protein kinase, EC 2.7.11.1 (Protein kinase Akt-2) (Protein kinase B beta, PKB beta) (RAC-PK-beta)",AKT2,Homo sapiens (Human),481
AKT3,Q9Y243,reviewed,AKT3_HUMAN,"RAC-gamma serine/threonine-protein kinase, EC 2.7.11.1 (Protein kinase Akt-3) (Protein kinase B gamma, PKB gamma) (RAC-PK-gamma) (STK-2)",AKT3 PKBG,Homo sapiens (Human),479
ALDH2,P05091,reviewed,ALDH2_HUMAN,"Aldehyde dehydrogenase, mitochondrial, EC 1.2.1.3 (ALDH class 2) (ALDH-E2) (ALDHI)",ALDH2 ALDM,Homo sapiens (Human),517
ALK,Q9UM73,reviewed,ALK_HUMAN,"ALK tyrosine kinase receptor, EC 2.7.10.1 (Anaplastic lymphoma kinase) (CD antigen CD246)",ALK,Homo sapiens (Human),1620
AMER1,Q5JTC6,reviewed,AMER1_HUMAN,"APC membrane recruitment protein 1, Amer1 (Protein FAM123B) (Wilms tumor gene on the X chromosome protein)",AMER1 FAM123B WTX,Homo sapiens (Human),1135
ANK1,P16157,reviewed,ANK1_HUMAN,"Ankyrin-1, ANK-1 (Ankyrin-R) (Erythrocyte ankyrin)",ANK1 ANK,Homo sapiens (Human),1881
APC,P25054,reviewed,APC_HUMAN,"Adenomatous polyposis coli protein, Protein APC (Deleted in polyposis 2.5)",APC DP2.5,Homo sapiens (Human),2843
APOBEC3B,Q9UH17,reviewed,ABC3B_HUMAN,"DNA dC->dU-editing enzyme APOBEC-3B, A3B, EC 3.5.4.38 (Phorbolin-1-related protein) (Phorbolin-2/3)",APOBEC3B,Homo sapiens (Human),382
AR,P10275,reviewed,ANDR_HUMAN,Androgen receptor (Dihydrotestosterone receptor) (Nuclear receptor subfamily 3 group C member 4),AR DHTR NR3C4,Homo sapiens (Human),920
ARAF,P10398,reviewed,ARAF_HUMAN,"Serine/threonine-protein kinase A-Raf, EC 2.7.11.1 (Proto-oncogene A-Raf) (Proto-oncogene A-Raf-1) (Proto-oncogene Pks)",ARAF ARAF1 PKS PKS2,Homo sapiens (Human),606
ARHGAP26,Q9UNA1,reviewed,RHG26_HUMAN,Rho GTPase-activating protein 26 (GTPase regulator associated with focal adhesion kinase) (Oligophrenin-1-like protein) (Rho-type GTPase-activating protein 26),ARHGAP26 GRAF KIAA0621 OPHN1L,Homo sapiens (Human),814
ARHGAP35,Q9NRY4,reviewed,RHG35_HUMAN,"Rho GTPase-activating protein 35 (Glucocorticoid receptor DNA-binding factor 1) (Glucocorticoid receptor repression factor 1, GRF-1) (Rho GAP p190A, p190-A)",ARHGAP35 GRF1 GRLF1 KIAA1722 P190A p190ARHOGAP,Homo sapiens (Human),1499
ARHGAP5,Q13017,reviewed,RHG05_HUMAN,Rho GTPase-activating protein 5 (Rho-type GTPase-activating protein 5) (p190-B),ARHGAP5 RHOGAP5,Homo sapiens (Human),1502
ARHGEF10,O15013,reviewed,ARHGA_HUMAN,Rho guanine nucleotide exchange factor 10,ARHGEF10 KIAA0294,Homo sapiens (Human),1369
ARHGEF10L,Q9HCE6,reviewed,ARGAL_HUMAN,Rho guanine nucleotide exchange factor 10-like protein (GrinchGEF),ARHGEF10L GRINCHGEF KIAA1626,Homo sapiens (Human),1279
ARHGEF12,Q9NZN5,reviewed,ARHGC_HUMAN,Rho guanine nucleotide exchange factor 12 (Leukemia-associated RhoGEF),ARHGEF12 KIAA0382 LARG,Homo sapiens (Human),1544
ARID1A,O14497,reviewed,ARI1A_HUMAN,"AT-rich interactive domain-containing protein 1A, ARID domain-containing protein 1A (B120) (BRG1-associated factor 250, BAF250) (BRG1-associated factor 250a, BAF250A) (Osa homolog 1, hOSA1) (SWI-like protein) (SWI/SNF complex protein p270) (SWI/SNF-related, matrix-associated, actin-dependent regulator of chromatin subfamily F member 1) (hELD)",ARID1A BAF250 BAF250A C1orf4 OSA1 SMARCF1,Homo sapiens (Human),2285
ARID1B,Q8NFD5,reviewed,ARI1B_HUMAN,"AT-rich interactive domain-containing protein 1B, ARID domain-containing protein 1B (BRG1-associated factor 250b, BAF250B) (BRG1-binding protein hELD/OSA1) (Osa homolog 2, hOsa2) (p250R)",ARID1B BAF250B DAN15 KIAA1235 OSA2,Homo sapiens (Human),2319
ARID2,Q68CP9,reviewed,ARID2_HUMAN,"AT-rich interactive domain-containing protein 2, ARID domain-containing protein 2 (BRG1-associated factor 200, BAF200) (Zinc finger protein with activation potential) (Zipzap/p200)",ARID2 BAF200 KIAA1557,Homo sapiens (Human),1835
ARNT,P27540,reviewed,ARNT_HUMAN,"Aryl hydrocarbon receptor nuclear translocator, ARNT protein (Class E basic helix-loop-helix protein 2, bHLHe2) (Dioxin receptor, nuclear translocator) (Hypoxia-inducible factor 1-beta, HIF-1-beta, HIF1-beta)",ARNT BHLHE2,Homo sapiens (Human),789
ASPSCR1,Q9BZE9,reviewed,ASPC1_HUMAN,Tether containing UBX domain for GLUT4 (Alveolar soft part sarcoma chromosomal region candidate gene 1 protein) (Alveolar soft part sarcoma locus) (Renal papillary cell carcinoma protein 17) (UBX domain-containing protein 9),ASPSCR1 ASPL RCC17 TUG UBXD9 UBXN9,Homo sapiens (Human),553
ASXL1,Q8IXJ9,reviewed,ASXL1_HUMAN,Polycomb group protein ASXL1 (Additional sex combs-like protein 1),ASXL1 KIAA0978,Homo sapiens (Human),1541
ASXL2,Q76L83,reviewed,ASXL2_HUMAN,Putative Polycomb group protein ASXL2 (Additional sex combs-like protein 2),ASXL2 ASXH2 KIAA1685,Homo sapiens (Human),1435
ATF1,P18846,reviewed,ATF1_HUMAN,"Cyclic AMP-dependent transcription factor ATF-1, cAMP-dependent transcription factor ATF-1 (Activating transcription factor 1) (Protein TREB36)",ATF1,Homo sapiens (Human),271
ATIC,P31939,reviewed,PUR9_HUMAN,"Bifunctional purine biosynthesis protein ATIC (AICAR transformylase/inosine monophosphate cyclohydrolase, ATIC) [Cleaved into: Bifunctional purine biosynthesis protein ATIC, N-terminally processed ] [Includes: Phosphoribosylaminoimidazolecarboxamide formyltransferase, EC 2.1.2.3 (5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase, AICAR formyltransferase) (AICAR transformylase); Inosine 5'-monophosphate cyclohydrolase, IMP cyclohydrolase, EC 3.5.4.10 (IMP synthase) (Inosinicase) ]",ATIC PURH OK/SW-cl.86,Homo sapiens (Human),592
ATM,Q13315,reviewed,ATM_HUMAN,"Serine-protein kinase ATM, EC 2.7.11.1 (Ataxia telangiectasia mutated, A-T mutated)",ATM,Homo sapiens (Human),3056
ATP1A1,P05023,reviewed,AT1A1_HUMAN,"Sodium/potassium-transporting ATPase subunit alpha-1, Na(+)/K(+) ATPase alpha-1 subunit, EC 7.2.2.13 (Sodium pump subunit alpha-1)",ATP1A1,Homo sapiens (Human),1023
ATP2B3,Q16720,reviewed,AT2B3_HUMAN,"Plasma membrane calcium-transporting ATPase 3, PMCA3, EC 7.2.2.10 (Plasma membrane calcium ATPase isoform 3) (Plasma membrane calcium pump isoform 3)",ATP2B3,Homo sapiens (Human),1220
ATR,P20848,reviewed,A1ATR_HUMAN,Alpha-1-antitrypsin-related protein (Protease inhibitor 1-like) (Serpin A2),SERPINA2 ARGS ATR PIL SERPINA2P,Homo sapiens (Human),421
ATRX,P46100,reviewed,ATRX_HUMAN,"Transcriptional regulator ATRX, EC 3.6.4.12 (ATP-dependent helicase ATRX) (X-linked helicase II) (X-linked nuclear protein, XNP) (Znf-HX)",ATRX RAD54L XH2,Homo sapiens (Human),2492
AXIN1,O15169,reviewed,AXIN1_HUMAN,"Axin-1 (Axis inhibition protein 1, hAxin)",AXIN1 AXIN,Homo sapiens (Human),862
AXIN2,Q9Y2T1,reviewed,AXIN2_HUMAN,"Axin-2 (Axin-like protein, Axil) (Axis inhibition protein 2) (Conductin)",AXIN2,Homo sapiens (Human),843
B2M,P61769,reviewed,B2MG_HUMAN,Beta-2-microglobulin [Cleaved into: Beta-2-microglobulin form pI 5.3 ],B2M CDABP0092 HDCMA22P,Homo sapiens (Human),119
BAP1,Q92560,reviewed,BAP1_HUMAN,"Ubiquitin carboxyl-terminal hydrolase BAP1, EC 3.4.19.12 (BRCA1-associated protein 1) (Cerebral protein 6)",BAP1 KIAA0272 hucep-6,Homo sapiens (Human),729
BARD1,Q99728,reviewed,BARD1_HUMAN,"BRCA1-associated RING domain protein 1, BARD-1, EC 2.3.2.27 (RING-type E3 ubiquitin transferase BARD1)",BARD1,Homo sapiens (Human),777
BAX,Q07812,reviewed,BAX_HUMAN,"Apoptosis regulator BAX (Bcl-2-like protein 4, Bcl2-L-4)",BAX BCL2L4,Homo sapiens (Human),192
BAZ1A,Q9NRL2,reviewed,BAZ1A_HUMAN,"Bromodomain adjacent to zinc finger domain protein 1A (ATP-dependent chromatin-remodeling protein) (ATP-utilizing chromatin assembly and remodeling factor 1, hACF1) (CHRAC subunit ACF1) (Williams syndrome transcription factor-related chromatin-remodeling factor 180, WCRF180) (hWALp1)",BAZ1A ACF1 WCRF180 HSPC317,Homo sapiens (Human),1556
BCL10,O95999,reviewed,BCL10_HUMAN,"B-cell lymphoma/leukemia 10 (B-cell CLL/lymphoma 10, Bcl-10) (CARD-containing molecule enhancing NF-kappa-B) (CARD-like apoptotic protein, hCLAP) (CED-3/ICH-1 prodomain homologous E10-like regulator, CIPER) (Cellular homolog of vCARMEN, cCARMEN) (Cellular-E10, c-E10) (Mammalian CARD-containing adapter molecule E10, mE10)",BCL10 CIPER CLAP,Homo sapiens (Human),233
BCL11A,Q9H165,reviewed,BC11A_HUMAN,"B-cell lymphoma/leukemia 11A, BCL-11A (B-cell CLL/lymphoma 11A) (COUP-TF-interacting protein 1) (Ecotropic viral integration site 9 protein homolog, EVI-9) (Zinc finger protein 856)",BCL11A CTIP1 EVI9 KIAA1809 ZNF856,Homo sapiens (Human),835
BCL11B,Q9C0K0,reviewed,BC11B_HUMAN,"B-cell lymphoma/leukemia 11B, BCL-11B (B-cell CLL/lymphoma 11B) (COUP-TF-interacting protein 2) (Radiation-induced tumor suppressor gene 1 protein, hRit1)",BCL11B CTIP2 RIT1,Homo sapiens (Human),894
BCL2,P10415,reviewed,BCL2_HUMAN,Apoptosis regulator Bcl-2,BCL2,Homo sapiens (Human),239
BCL2L12,Q9HB09,reviewed,B2L12_HUMAN,"Bcl-2-like protein 12, Bcl2-L-12 (Bcl-2-related proline-rich protein)",BCL2L12 BPR,Homo sapiens (Human),334
BCL3,P20749,reviewed,BCL3_HUMAN,"B-cell lymphoma 3 protein, BCL-3 (Proto-oncogene BCL3)",BCL3 BCL4 D19S37,Homo sapiens (Human),454
BCL6,P41182,reviewed,BCL6_HUMAN,"B-cell lymphoma 6 protein, BCL-6 (B-cell lymphoma 5 protein, BCL-5) (Protein LAZ-3) (Zinc finger and BTB domain-containing protein 27) (Zinc finger protein 51)",BCL6 BCL5 LAZ3 ZBTB27 ZNF51,Homo sapiens (Human),706
BCL7A,Q4VC05,reviewed,BCL7A_HUMAN,B-cell CLL/lymphoma 7 protein family member A,BCL7A,Homo sapiens (Human),210
BCL9,O00512,reviewed,BCL9_HUMAN,"B-cell CLL/lymphoma 9 protein, B-cell lymphoma 9 protein, Bcl-9 (Protein legless homolog)",BCL9,Homo sapiens (Human),1426
BCL9L,Q86UU0,reviewed,BCL9L_HUMAN,"B-cell CLL/lymphoma 9-like protein, B-cell lymphoma 9-like protein, BCL9-like protein (Protein BCL9-2)",BCL9L DLNB11,Homo sapiens (Human),1499
BCLAF1,Q9NYF8,reviewed,BCLF1_HUMAN,"Bcl-2-associated transcription factor 1, Btf (BCLAF1 and THRAP3 family member 1)",BCLAF1 BTF KIAA0164,Homo sapiens (Human),920
BCOR,Q6W2J9,reviewed,BCOR_HUMAN,"BCL-6 corepressor, BCoR",BCOR KIAA1575,Homo sapiens (Human),1755
BCORL1,Q5H9F3,reviewed,BCORL_HUMAN,"BCL-6 corepressor-like protein 1, BCoR-L1, BCoR-like protein 1",BCORL1,Homo sapiens (Human),1785
BCR,P11274,reviewed,BCR_HUMAN,"Breakpoint cluster region protein, EC 2.7.11.1 (Renal carcinoma antigen NY-REN-26)",BCR BCR1 D22S11,Homo sapiens (Human),1271
BIRC3,Q13489,reviewed,BIRC3_HUMAN,"Baculoviral IAP repeat-containing protein 3, EC 2.3.2.27 (Apoptosis inhibitor 2, API2) (Cellular inhibitor of apoptosis 2, C-IAP2) (IAP homolog C) (Inhibitor of apoptosis protein 1, hIAP-1, hIAP1) (RING finger protein 49) (RING-type E3 ubiquitin transferase BIRC3) (TNFR2-TRAF-signaling complex protein 1)",BIRC3 API2 MIHC RNF49,Homo sapiens (Human),604
BIRC6,Q9NR09,reviewed,BIRC6_HUMAN,"Baculoviral IAP repeat-containing protein 6, EC 2.3.2.27 (BIR repeat-containing ubiquitin-conjugating enzyme, BRUCE) (RING-type E3 ubiquitin transferase BIRC6) (Ubiquitin-conjugating BIR domain enzyme apollon, APOLLON)",BIRC6 KIAA1289,Homo sapiens (Human),4857
BLM,P54132,reviewed,BLM_HUMAN,"RecQ-like DNA helicase BLM, EC 3.6.4.12 (Bloom syndrome protein) (DNA helicase, RecQ-like type 2, RecQ2) (RecQ protein-like 3)",BLM RECQ2 RECQL3,Homo sapiens (Human),1417
BMP5,P22003,reviewed,BMP5_HUMAN,"Bone morphogenetic protein 5, BMP-5",BMP5,Homo sapiens (Human),454
BMPR1A,P36894,reviewed,BMR1A_HUMAN,"Bone morphogenetic protein receptor type-1A, BMP type-1A receptor, BMPR-1A, EC 2.7.11.30 (Activin receptor-like kinase 3, ALK-3) (Serine/threonine-protein kinase receptor R5, SKR5) (CD antigen CD292)",BMPR1A ACVRLK3 ALK3,Homo sapiens (Human),532
BRAF,P15056,reviewed,BRAF_HUMAN,"Serine/threonine-protein kinase B-raf, EC 2.7.11.1 (Proto-oncogene B-Raf) (p94) (v-Raf murine sarcoma viral oncogene homolog B1)",BRAF BRAF1 RAFB1,Homo sapiens (Human),766
BRCA1,P38398,reviewed,BRCA1_HUMAN,"Breast cancer type 1 susceptibility protein, EC 2.3.2.27 (RING finger protein 53) (RING-type E3 ubiquitin transferase BRCA1)",BRCA1 RNF53,Homo sapiens (Human),1863
BRCA2,P51587,reviewed,BRCA2_HUMAN,Breast cancer type 2 susceptibility protein (Fanconi anemia group D1 protein),BRCA2 FACD FANCD1,Homo sapiens (Human),3418
BRD3,Q15059,reviewed,BRD3_HUMAN,Bromodomain-containing protein 3 (RING3-like protein),BRD3 KIAA0043 RING3L,Homo sapiens (Human),726
BRD4,O60885,reviewed,BRD4_HUMAN,Bromodomain-containing protein 4 (Protein HUNK1),BRD4 HUNK1,Homo sapiens (Human),1362
BRIP1,Q9BX63,reviewed,FANCJ_HUMAN,"Fanconi anemia group J protein, Protein FACJ, EC 3.6.4.13 (ATP-dependent RNA helicase BRIP1) (BRCA1-associated C-terminal helicase 1) (BRCA1-interacting protein C-terminal helicase 1, BRCA1-interacting protein 1)",BRIP1 BACH1 FANCJ,Homo sapiens (Human),1249
BTG1,P62324,reviewed,BTG1_HUMAN,Protein BTG1 (B-cell translocation gene 1 protein),BTG1,Homo sapiens (Human),171
BTG2,P78543,reviewed,BTG2_HUMAN,Protein BTG2 (BTG family member 2) (NGF-inducible anti-proliferative protein PC3),BTG2 PC3,Homo sapiens (Human),158
BTK,Q06187,reviewed,BTK_HUMAN,"Tyrosine-protein kinase BTK, EC 2.7.10.2 (Agammaglobulinemia tyrosine kinase, ATK) (B-cell progenitor kinase, BPK) (Bruton tyrosine kinase)",BTK AGMX1 ATK BPK,Homo sapiens (Human),659
BUB1B,O60566,reviewed,BUB1B_HUMAN,"Mitotic checkpoint serine/threonine-protein kinase BUB1 beta, EC 2.7.11.1 (MAD3/BUB1-related protein kinase, hBUBR1) (Mitotic checkpoint kinase MAD3L) (Protein SSK1)",BUB1B BUBR1 MAD3L SSK1,Homo sapiens (Human),1050
C15orf65,H3BRN8,reviewed,PIRC2_HUMAN,Piercer of microtubule wall 2 protein,PIERCE2 C15orf65,Homo sapiens (Human),121
CACNA1D,Q01668,reviewed,CAC1D_HUMAN,"Voltage-dependent L-type calcium channel subunit alpha-1D (Calcium channel, L type, alpha-1 polypeptide, isoform 2) (Voltage-gated calcium channel subunit alpha Cav1.3)",CACNA1D CACH3 CACN4 CACNL1A2 CCHL1A2,Homo sapiens (Human),2161
CALR,P27797,reviewed,CALR_HUMAN,"Calreticulin (CRP55) (Calregulin) (Endoplasmic reticulum resident protein 60, ERp60) (HACBP) (grp60)",CALR CRTC,Homo sapiens (Human),417
CAMTA1,Q9Y6Y1,reviewed,CMTA1_HUMAN,Calmodulin-binding transcription activator 1,CAMTA1 KIAA0833 MSTP023,Homo sapiens (Human),1673
CANT1,Q8WVQ1,reviewed,CANT1_HUMAN,"Soluble calcium-activated nucleotidase 1, SCAN-1, EC 3.6.1.6 (Apyrase homolog) (Putative MAPK-activating protein PM09) (Putative NF-kappa-B-activating protein 107)",CANT1 SHAPY,Homo sapiens (Human),401
CARD11,Q9BXL7,reviewed,CAR11_HUMAN,"Caspase recruitment domain-containing protein 11 (CARD-containing MAGUK protein 1, Carma 1)",CARD11 CARMA1,Homo sapiens (Human),1154
CARS,P49589,reviewed,SYCC_HUMAN,"Cysteine--tRNA ligase, cytoplasmic, EC 6.1.1.16 (Cysteinyl-tRNA synthetase, CysRS)",CARS1 CARS,Homo sapiens (Human),748
CASP3,P42574,reviewed,CASP3_HUMAN,"Caspase-3, CASP-3, EC 3.4.22.56 (Apopain) (Cysteine protease CPP32, CPP-32) (Protein Yama) (SREBP cleavage activity 1, SCA-1) [Cleaved into: Caspase-3 subunit p17; Caspase-3 subunit p12 ]",CASP3 CPP32,Homo sapiens (Human),277
CASP8,Q14790,reviewed,CASP8_HUMAN,"Caspase-8, CASP-8, EC 3.4.22.61 (Apoptotic cysteine protease) (Apoptotic protease Mch-5) (CAP4) (FADD-homologous ICE/ced-3-like protease) (FADD-like ICE, FLICE) (ICE-like apoptotic protease 5) (MORT1-associated ced-3 homolog, MACH) [Cleaved into: Caspase-8 subunit p18; Caspase-8 subunit p10 ]",CASP8 MCH5,Homo sapiens (Human),479
CASP9,P55211,reviewed,CASP9_HUMAN,"Caspase-9, CASP-9, EC 3.4.22.62 (Apoptotic protease Mch-6) (Apoptotic protease-activating factor 3, APAF-3) (ICE-like apoptotic protease 6, ICE-LAP6) [Cleaved into: Caspase-9 subunit p35; Caspase-9 subunit p10 ]",CASP9 MCH6,Homo sapiens (Human),416
CBFA2T3,O75081,reviewed,MTG16_HUMAN,"Protein CBFA2T3 (MTG8-related protein 2) (Myeloid translocation gene on chromosome 16 protein, hMTG16) (Zinc finger MYND domain-containing protein 4)",CBFA2T3 MTG16 MTGR2 ZMYND4,Homo sapiens (Human),653
CBFB,Q13951,reviewed,PEBB_HUMAN,"Core-binding factor subunit beta, CBF-beta (Polyomavirus enhancer-binding protein 2 beta subunit, PEA2-beta, PEBP2-beta) (SL3-3 enhancer factor 1 subunit beta) (SL3/AKV core-binding factor beta subunit)",CBFB,Homo sapiens (Human),182
CBL,P22681,reviewed,CBL_HUMAN,"E3 ubiquitin-protein ligase CBL, EC 2.3.2.27 (Casitas B-lineage lymphoma proto-oncogene) (Proto-oncogene c-Cbl) (RING finger protein 55) (RING-type E3 ubiquitin transferase CBL) (Signal transduction protein CBL)",CBL CBL2 RNF55,Homo sapiens (Human),906
CBLB,Q13191,reviewed,CBLB_HUMAN,"E3 ubiquitin-protein ligase CBL-B, EC 2.3.2.27 (Casitas B-lineage lymphoma proto-oncogene b) (RING finger protein 56) (RING-type E3 ubiquitin transferase CBL-B) (SH3-binding protein CBL-B) (Signal transduction protein CBL-B)",CBLB RNF56 Nbla00127,Homo sapiens (Human),982
CBLC,Q9ULV8,reviewed,CBLC_HUMAN,"E3 ubiquitin-protein ligase CBL-C, EC 2.3.2.27 (RING finger protein 57) (RING-type E3 ubiquitin transferase CBL-C) (SH3-binding protein CBL-3) (SH3-binding protein CBL-C) (Signal transduction protein CBL-C)",CBLC CBL3 RNF57,Homo sapiens (Human),474
CCDC6,Q16204,reviewed,CCDC6_HUMAN,Coiled-coil domain-containing protein 6 (Papillary thyroid carcinoma-encoded protein) (Protein H4),CCDC6 D10S170 TST1,Homo sapiens (Human),474
CCNB1IP1,Q9NPC3,reviewed,CIP1_HUMAN,"E3 ubiquitin-protein ligase CCNB1IP1, EC 2.3.2.27 (Cyclin-B1-interacting protein 1) (Human enhancer of invasion 10) (RING-type E3 ubiquitin transferase CCNB1IP1)",CCNB1IP1 C14orf18 HEI10,Homo sapiens (Human),277
CCNC,P24863,reviewed,CCNC_HUMAN,"Cyclin-C (SRB11 homolog, hSRB11)",CCNC,Homo sapiens (Human),283
CCND1,P24385,reviewed,CCND1_HUMAN,"G1/S-specific cyclin-D1 (B-cell lymphoma 1 protein, BCL-1) (BCL-1 oncogene) (PRAD1 oncogene)",CCND1 BCL1 PRAD1,Homo sapiens (Human),295
CCND2,P30279,reviewed,CCND2_HUMAN,G1/S-specific cyclin-D2,CCND2,Homo sapiens (Human),289
CCND3,P30281,reviewed,CCND3_HUMAN,G1/S-specific cyclin-D3,CCND3,Homo sapiens (Human),292
CCNE1,P24864,reviewed,CCNE1_HUMAN,G1/S-specific cyclin-E1,CCNE1 CCNE,Homo sapiens (Human),410
CCR4,P51679,reviewed,CCR4_HUMAN,"C-C chemokine receptor type 4, C-C CKR-4, CC-CKR-4, CCR-4, CCR4 (K5-5) (CD antigen CD194)",CCR4 CMKBR4,Homo sapiens (Human),360
CCR7,P32248,reviewed,CCR7_HUMAN,"C-C chemokine receptor type 7, C-C CKR-7, CC-CKR-7, CCR-7 (BLR2) (CDw197) (Epstein-Barr virus-induced G-protein coupled receptor 1, EBI1, EBV-induced G-protein coupled receptor 1) (MIP-3 beta receptor) (CD antigen CD197)",CCR7 CMKBR7 EBI1 EVI1,Homo sapiens (Human),378
CD209,Q9NNX6,reviewed,CD209_HUMAN,"CD209 antigen (C-type lectin domain family 4 member L) (Dendritic cell-specific ICAM-3-grabbing non-integrin 1, DC-SIGN, DC-SIGN1) (CD antigen CD209)",CD209 CLEC4L,Homo sapiens (Human),404
CD274,Q9NZQ7,reviewed,PD1L1_HUMAN,"Programmed cell death 1 ligand 1, PD-L1, PDCD1 ligand 1, Programmed death ligand 1, hPD-L1 (B7 homolog 1, B7-H1) (CD antigen CD274)",CD274 B7H1 PDCD1L1 PDCD1LG1 PDL1,Homo sapiens (Human),290
CD28,P10747,reviewed,CD28_HUMAN,T-cell-specific surface glycoprotein CD28 (TP44) (CD antigen CD28),CD28,Homo sapiens (Human),220
CD74,P04233,reviewed,HG2A_HUMAN,"HLA class II histocompatibility antigen gamma chain (HLA-DR antigens-associated invariant chain) (Ia antigen-associated invariant chain, Ii) (CD antigen CD74) [Cleaved into: Class-II-associated invariant chain peptide, CLIP ]",CD74 DHLAG,Homo sapiens (Human),296
